agency_name,unique_id,user_code,post_url,post_topic,comment_text,comment_timestamp,sentiment_label,year
DOLE,CMT196,U0196,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,dole may bago nanaman.. yun mga hinain at reklamo n mga uri mangagawa paki asksyonan ninyong,2022-03-01 16:15:00,2022.0,Positive
DOLE,CMT197,U0197,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,"maam magandang araw po ano po bang pwede i reklamo sa employer na chinese mahilig po syang manakit , panget po pakikitungo ng translator at admin sa mga empleyado , walang personal protective equipment na ginagamit sa pag tatrabaho ,",2022-03-02 12:42:00,2022.0,Positive
DOLE,CMT198,U0198,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,congrats po,2022-03-04 14:55:00,2022.0,Neutral
DOLE,CMT199,U0199,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,"good afternoon maam sir. bka pwd po mahinge ung no. ng dole, nag rereklamo po kc kme sa kompanyang pinapasukan nmn, dhl tinatawagan nmn ung no. ng office di po kc sinasagot, may huling sahod pa po kc kme at separation pay na makukuha almost  and  month po aq sa company nmn.",2022-03-03 12:49:00,2022.0,Positive
DOLE,CMT200,U0200,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,ask lang po.kz po ung asawa ko is  n s trabaho nya at ngpplano po sana magresign.kaso sabi ng sec.nla wala dw po cya mkukuha kahit separation fee.private company po cla.totoo po ba.salamat po s sagot.godbless po,2022-03-02 05:34:00,2022.0,Negative
DOLE,CMT201,U0201,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,congrats te,2022-03-03 05:01:00,2022.0,Neutral
DOLE,CMT202,U0202,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,my office po b ung file sa gapan? or san po ung office nyo page wala sa gapan?,2022-03-03 13:07:00,2022.0,Negative
DOLE,CMT203,U0203,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,pano po process pag magrereklamo po about sa salary,2022-03-14 12:50:00,2022.0,Negative
DOLE,CMT204,U0204,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,congratulations po. 🙏,2022-03-01 22:05:00,2022.0,Neutral
DOLE,CMT205,U0205,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,wag puro pasarap lng sa upo...umaksyon kau para sa mga uring manggagawa✊✊✊,2022-03-01 21:07:00,2022.0,Positive
DOLE,CMT206,U0206,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,dole akap...asan n,2022-03-01 21:00:00,2022.0,Negative
DOLE,CMT207,U0207,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,congrats!,2022-03-01 20:32:00,2022.0,Neutral
DOLE,CMT208,U0208,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,congrats mam jelyn!,2022-03-01 19:33:00,2022.0,Neutral
DOLE,CMT209,U0209,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,congrats👏👏👏,2022-03-01 19:21:00,2022.0,Neutral
DOLE,CMT210,U0210,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,congrats mam...,2022-03-01 19:06:00,2022.0,Neutral
DOLE,CMT211,U0211,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,congratz po!!!,2022-03-01 14:38:00,2022.0,Neutral
DOLE,CMT212,U0212,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,congrats,2022-03-01 14:28:00,2022.0,Neutral
DOLE,CMT213,U0213,https://www.facebook.com/dole.centralluzon/posts/pfbid0S1vDMtRsU6CV8JfKgNDcwDePv7GjCKBiHXbJE5Bm9U1ms3sqzenszKPPrXZdboNql,governance,congrats ate jelyn..,2022-03-01 14:13:00,2022.0,Neutral
DOLE,CMT214,U0214,https://www.facebook.com/dole.centralluzon/posts/pfbid032ByKr7rWrWQisyZjHxj9x9uBWUUZbXtxjrirGQ742y8atFtiBXvjSEUiTap2etZvl,employment,how to apply po at san exact address,2022-04-29 17:56:00,2022.0,Negative
DOLE,CMT215,U0215,https://www.facebook.com/dole.centralluzon/posts/pfbid032ByKr7rWrWQisyZjHxj9x9uBWUUZbXtxjrirGQ742y8atFtiBXvjSEUiTap2etZvl,employment,tuloy po,2022-05-01 08:44:00,2022.0,Negative
DOLE,CMT216,U0216,https://www.facebook.com/dole.centralluzon/posts/pfbid032ByKr7rWrWQisyZjHxj9x9uBWUUZbXtxjrirGQ742y8atFtiBXvjSEUiTap2etZvl,employment,rereklamo ko po sana yung trabaho ng asawa ko dito sa dau mabalacat .  lang araw niya  hrs . dole central luzon  na siya nag wowork sa pagkuha ng basura wala po sa minimum ng sahod nila matanda na asawa ko para makahanap ng ibang trabaho lalo na hindi siya nakatapos ng pag aaral. sana naman po dagdagan kasi kulang na kulang samin pamilya niya . buti na lang nakatira kami sa magulang ko hindi kami nangungupahan . sana mapansin,2022-05-10 11:19:00,2022.0,Positive
DOLE,CMT217,U0217,https://www.facebook.com/dole.centralluzon/posts/pfbid032ByKr7rWrWQisyZjHxj9x9uBWUUZbXtxjrirGQ742y8atFtiBXvjSEUiTap2etZvl,employment,nku wag kau manilwa jan sa david na yan hndi yan totoo nagtanong ako pano mag apply tinawanan lang ako at block may sira yata ulo nyan eh,2022-05-05 14:58:00,2022.0,Positive
DOLE,CMT218,U0218,https://www.facebook.com/dole.centralluzon/posts/pfbid032ByKr7rWrWQisyZjHxj9x9uBWUUZbXtxjrirGQ742y8atFtiBXvjSEUiTap2etZvl,employment,bakit hindi po makontak yung no.niyo dole central luzon.?,2022-05-05 07:47:00,2022.0,Negative
DOLE,CMT219,U0219,https://www.facebook.com/dole.centralluzon/posts/pfbid032ByKr7rWrWQisyZjHxj9x9uBWUUZbXtxjrirGQ742y8atFtiBXvjSEUiTap2etZvl,employment,ask lang po pano po mag complain ng  ang sahod dito sa metro manila o ncr?? kasi po ang tagal ko na pong laborer dito sa maynilad contractor pero  parin po ang sahod ko at wala phill health at sss . at lalo na po ang o.t na kahit umabot ng : pm ang trabaho namin ay walang binibigay.. kahiy sa araw ng holidays.. nag pasko kami nang nag tatrabaho at nag new year kami nang nka duty pero  parin ang labor at ang skilled ay .. pero pag late kahit na  minute kinakaltas.. sana namn po matulungan nyo kami... maraming salamat po.. gumagalang... christian jay nacion from payatas quezon city,2022-05-04 00:20:00,2022.0,Positive
DOLE,CMT220,U0220,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dalangin ko po n hipuin nyo po lord ang desisyon ng judge. n sanay maging pabor s lhat ng manggagawa. upang s gnun ay matugunan ng bhagya ang kakulangan s budget ng mamamayang pilipino.in jesus name. amen...,2022-04-20 10:16:00,2022.0,Positive
DOLE,CMT221,U0221,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"bkit pa kc may provincial rate eh lahat nman apektado sa pagtaas ng bilihin.parehas din ang hirap ng trabaho mpasyudad man o probinsya. sa baba ng pasahod sa probnsya mas lalo kawawa ka lalo pa kung nkatagpo ka ng abusado at mpagsamantalang employer ung iba sinasamantala ang kakulangan sa kaalaman ng iba nilang empleyado.,conflict na minsn sa labor standard pero no choice cla kc need nila ng tbho pra sa pmilya nila.",2022-04-20 12:49:00,2022.0,Positive
DOLE,CMT222,U0222,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana naman ma approve and sana naman worth it yung dagdag yung talagang makakatulong 😃 😃,2022-04-20 21:33:00,2022.0,Positive
DOLE,CMT223,U0223,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,maam sir dapat po mag ka ron din po sana ng programa para sa pag taas ng sahod sa manga hardware  lang po kasi ang sahod sa hardware tumataas po ang bilihin at gasulina yung samin sa hardware ganun parin po sana po mabigyan ng pansin yung manga hardware,2022-04-20 13:28:00,2022.0,Positive
DOLE,CMT224,U0224,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,good day po madam/sir mang abala lng po ask ko lng po mam/sir if natural po bang inaabot ng matagal ung last pay or seperation pay from the time na nakapag submit kana po ng mga need po nilang paper for process ng seperation pay sa case ko po mam ng submit na po ako nun pa pong nov   pero till now po wala padin pong linaw ung last pay ko lagi po sinasabi na wala pa po ako audit and accounting clearance pero may branch clearance. salamat po and godbless po and more power po,2022-04-20 09:30:00,2022.0,Negative
DOLE,CMT225,U0225,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana matuloy na.. at gawin isang salary rate na lng nationwide wla na po sna provincial rate 🙏🙏🙏mataas na din bilihin  sa pampanga lalo na gasolina,2022-04-20 21:39:00,2022.0,Positive
DOLE,CMT226,U0226,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana hindi lang sa mga private establishment sana kasali din ang mga empleyado katulad na nagtatrabaho sa mga vulganizing at iba pa kasi sila ang nakakatanggap na mababa sweldo ..nakakaawa sana bigyan din sala pansin katulad na kasambahay ..,2022-05-23 19:36:00,2022.0,Positive
DOLE,CMT227,U0227,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"sobrang kulang na talaga ang sahod,sana tumaas na para maibsan ang kahirapan.at sana maipatupad sa lahat ng manggagawa.😒",2022-04-20 22:05:00,2022.0,Positive
DOLE,CMT228,U0228,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,walang manyayari jan sa hearing na yan! sec. bello...ung talagang concern kayo sa mga mangagawa..i approved nyo ang dagdag sweldo na hininge ng mangagawa..!😎,2022-04-20 21:49:00,2022.0,Positive
DOLE,CMT229,U0229,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,nko hearing pa wla din nmn plang increase dios me ..,2022-05-14 12:32:00,2022.0,Positive
DOLE,CMT230,U0230,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,ano na po update sa minimum wage ng central luzon,2022-05-23 18:25:00,2022.0,Negative
DOLE,CMT231,U0231,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana nman po tumaas n ang rate ng mga provincial rate . pareparehas lng po mhal ang bilihin,2022-04-20 09:57:00,2022.0,Negative
DOLE,CMT232,U0232,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,#dole sana namn po matulungan nyo kami g inaapi d binabayaran ng tama sa ipagtanggol niyo kami at panagutin ang mga kompanyang d sumusunod sa batas ... maraming mga security gusrd at ipa ang kinakawawa ng mga agencies .hwag po san kayu upo lng at sana my taong nakaupo sa gobyrno na kaya kaming ipaglababam para wala ng maapi pa.at laht ng private estabisment t suauanod sa batas. #@dole ncr gising,2022-04-21 08:45:00,2022.0,Positive
DOLE,CMT233,U0233,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,bakit kailangan pang mag hearing...ano yan botohan..kahit walang hearing kung gugustuhin nyo talaga tulungan ang mga mang gagawa magagawa nyo kahit hindi na pag batihan kasi kayo rin naman ang mag disisyon kung ano ang dapat gawin...gawin nyo kausapin. nyo lahat ng mga negosyante sa buong central luzon na dapat na nila dagdagan ang sahod ng lahat ng mangagawang pilipino sa buong central luzon dahil sa taas ng mga bilihin ngayon hindi na sapat ang kinikita ng mangagawa para sa kanila pamilya...,2022-04-20 12:26:00,2022.0,Positive
DOLE,CMT234,U0234,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,true sana madagdagan ang rate ng mga trucking lalo na ang mahal na ng gas ..nd na sapat sasahurin nila .,2022-04-20 22:18:00,2022.0,Positive
DOLE,CMT235,U0235,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,tama sna ipglaban nten ito ndi provincial rate.ok lng sna kung pg ngmahl and bilihin eh sa manila lng laaht namn..bkit kelngn pa ng provincial rate pareprehas lng,2022-04-20 11:10:00,2022.0,Positive
DOLE,CMT236,U0236,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"sana dito rin sa bulacan! kupoo bilihin nagtaas , gasolina nagtaas , pati pamasahe rin! saan makakarating yung  aber! maawa kayo sa mga manggagawa !!! may pamilya rin silang pinapakaen ! kayod ng kayod  nyo di sapat !",2022-04-20 15:45:00,2022.0,Positive
DOLE,CMT237,U0237,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,ano na po resulta ng hearing ng minimum wage,2022-05-17 13:47:00,2022.0,Negative
DOLE,CMT238,U0238,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,hoping😊,2022-04-20 16:48:00,2022.0,Neutral
DOLE,CMT239,U0239,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"sana same din kahit provence ,di talaga sapat ung  na sahud dito sa masbate apaka hirap na nang buhay sana kahit yan manlang mabigay sa amin na mga mang gagawa,,🙏🙏🙏🙏",2022-04-20 22:08:00,2022.0,Positive
DOLE,CMT240,U0240,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,ano na po balita dito sa ncr nagtaas na dito galaw galaw nmn po... wala na kau update kung ano nangyari jan sa meeting nyo....,2022-05-14 13:36:00,2022.0,Positive
DOLE,CMT241,U0241,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"sana po lahat,nationwide💗wala n sana provincial or manila rate",2022-04-20 16:14:00,2022.0,Negative
DOLE,CMT242,U0242,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"akibilisan lang po,sobrang hirap na po kaming mga minimum wage earners 😭😭😭",2022-04-20 10:14:00,2022.0,Positive
DOLE,CMT243,U0243,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dapat po aprobahan nyo na wala nang hearing hearing pa dahil kailangan na dahil hindi na makasabay sa taasan nang bilihin,2022-04-20 17:22:00,2022.0,Positive
DOLE,CMT244,U0244,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana wla nadin provincial rate ganon din naman po bakit ang pagkain poba o mga paninda may provincial rrate na mumrahin doon hindi mas mahal tuloy sa ibang probinsya ang bilihin kaya sana po wla na probinsyal rate pantaysana kasi mahal bilihin or ang dtu itupad nyu na sa manila na + ang araw tapos ang provincial rate  na para awa nyu napo,2022-04-20 10:01:00,2022.0,Positive
DOLE,CMT245,U0245,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,anu na pong balita sa na ganap na hearing para sa salry increase update nman po some central luzon,2022-04-20 19:38:00,2022.0,Negative
DOLE,CMT246,U0246,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dpat across the board ang increase. lahat nman apektado s pagtaas bilihin,2022-04-20 10:25:00,2022.0,Negative
DOLE,CMT247,U0247,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana nga po maikasa n po yang adjustment na yan dahil di na po talaga sapat ang kinikita ng mga manggagawa ..... 😔,2022-04-20 10:46:00,2022.0,Positive
DOLE,CMT248,U0248,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,mga kapatid sabay sabay tyo manalangin .. hahaha,2022-04-20 11:53:00,2022.0,Positive
DOLE,CMT249,U0249,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dami palang public hearing. sana sa dami ng hearing na yan may maganda sanang resulta para sa mga manggagawa.,2022-05-05 15:57:00,2022.0,Positive
DOLE,CMT250,U0250,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,pls god hipuin nyo po ang pusot isipan nla ng mdgdgan mn lng ang kkrampot nming shud pra s aming pmilya🙏🙏🙏🙏🙏🙏🙏🙏,2022-04-20 09:32:00,2022.0,Positive
DOLE,CMT251,U0251,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,grabi hangang may  pa pag uusapan nila tapos bandang holi walanaman mang yayari.. minsan mapapa ecip nalang na ang dole ay dina para sa mga mag gagawa kondi para na sa mga may negosyo,2022-04-22 22:33:00,2022.0,Positive
DOLE,CMT252,U0252,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,pati jan sa tarlac  dn sahod nmin.. d sapat tlaga lalo n ngaun taas n ng mga bilihin.kakawawa kming my pamilyado n,2022-04-20 14:21:00,2022.0,Positive
DOLE,CMT253,U0253,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,anu na pong balita xd sana mtapos na lahat ng hearing,2022-05-05 14:24:00,2022.0,Negative
DOLE,CMT254,U0254,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"good news, sana!",2022-04-20 11:21:00,2022.0,Neutral
DOLE,CMT255,U0255,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,maaopprove na sana hindi na talaga sapat ung sahod sa pampanga dapat isa na lang rate po mam /sir mapa manila man o probinsya po preho lang naman po ang trabaho po tumataas din ang mga blilihin po...,2022-04-20 09:46:00,2022.0,Positive
DOLE,CMT256,U0256,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana mapatupad,2022-05-18 17:35:00,2022.0,Negative
DOLE,CMT257,U0257,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,kasama ba sa increase ang bulacan kasi sa agency namin nag increase na kame nalng sa bulacan ang hindi pa..,2022-05-24 09:19:00,2022.0,Positive
DOLE,CMT258,U0258,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sec bello approved nyo na asap!,2022-04-20 11:05:00,2022.0,Negative
DOLE,CMT259,U0259,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dapat lang hahaha bulacan kadugtong na ng ncr lagi sumasabay sa mga ganap ng ncr yung wage hindi naman sumasabay haha,2022-04-20 09:53:00,2022.0,Positive
DOLE,CMT260,U0260,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana pati dto sa camarines norte tumaas na sahod,2022-04-20 11:00:00,2022.0,Negative
DOLE,CMT261,U0261,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana all luzon lang,2022-04-20 10:57:00,2022.0,Negative
DOLE,CMT262,U0262,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana naman tumaas na ang sahod ng ordinaryong manggawa satin,2022-04-20 10:24:00,2022.0,Negative
DOLE,CMT263,U0263,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,nakalimot na ang dole.. wla na bita sa hearing,2022-05-13 16:17:00,2022.0,Negative
DOLE,CMT264,U0264,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,mahal ng bilihin tapos sahod ganun pa din. aysus. itaas nyo na habang may mga lakas pa mga tao kumayod,2022-04-20 12:31:00,2022.0,Positive
DOLE,CMT265,U0265,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"sana ma approve na dagdag sahod dto sa pampanga in god's will,🙏🏻🙏🏻🙏🏻",2022-04-20 09:25:00,2022.0,Positive
DOLE,CMT266,U0266,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,lord maaprub na sana,2022-04-20 09:58:00,2022.0,Negative
DOLE,CMT267,U0267,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sna matuloy na ang pagtaas ng sahod sobrang mahal n ng mga bilihin tapos ang sahod ganun parin😢🙏🙏,2022-04-20 16:53:00,2022.0,Positive
DOLE,CMT268,U0268,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,ang sakit nya puro hearing katapostapusan ncr lang may increase kaya dun nag sisiksikan mga manggagawa,2022-04-20 17:53:00,2022.0,Positive
